hour_of_day,day_of_week,month,event_type,venue_capacity,estimated_crowd,area_m2,entry_points,emergency_exits,security_personnel,ambient_temp_c,occupancy_ratio,density_per_m2,crowd_density_level,stampede_risk
8,4,1,3,32646,29152,24610,19,27,197,12.3,0.893,1.1846,2,0.5151
15,0,11,3,26055,7818,61015,6,17,169,19.2,0.3001,0.1281,0,0.5888
12,3,4,1,5337,2621,3626,1,9,195,12.0,0.4911,0.7228,0,0.7478
0,1,11,1,26311,10480,28549,11,27,186,25.3,0.3983,0.3671,0,0.4084
17,3,7,1,4819,2834,5802,11,5,151,33.3,0.5881,0.4885,1,0.7215
3,2,5,0,43849,32335,57008,14,8,187,38.0,0.7374,0.5672,1,0.5601
20,4,1,0,52937,18561,32350,10,22,361,25.7,0.3506,0.5738,0,0.3356
20,0,6,1,29458,853,20358,4,16,368,11.2,0.029,0.0419,0,0.4573
8,0,7,1,68099,22989,39283,5,4,127,39.0,0.3376,0.5852,0,0.691
18,5,5,2,29868,11061,69660,19,9,7,39.5,0.3703,0.1588,0,0.6042
16,2,12,0,82983,25817,106966,18,24,174,13.2,0.3111,0.2414,0,0.2502
21,6,10,0,98914,51083,214668,2,24,66,10.6,0.5164,0.238,1,0.5154
3,4,7,0,46589,27401,68221,15,9,334,36.6,0.5881,0.4017,1,0.4037
19,0,11,0,59233,32842,109116,18,27,339,16.2,0.5545,0.301,1,0.2401
10,1,5,0,97024,93907,232558,19,28,25,12.8,0.9679,0.4038,3,0.4279
9,5,6,2,27962,18021,33594,3,5,194,6.7,0.6445,0.5364,1,0.7434
0,5,12,0,10838,5885,26964,3,22,240,15.8,0.543,0.2183,1,0.4875
8,1,5,1,48629,34872,27151,12,11,202,37.8,0.7171,1.2844,1,0.6763
23,4,7,1,87644,35326,67937,9,14,340,7.1,0.4031,0.52,0,0.5517
8,4,1,0,64801,9814,96241,6,23,321,7.8,0.1514,0.102,0,0.3496
3,1,6,1,92045,60573,61138,1,17,370,13.2,0.6581,0.9908,1,0.6633
9,2,11,0,58296,13235,85030,17,7,494,35.3,0.227,0.1557,0,0.2903
10,2,9,0,80780,11018,65020,5,19,11,13.4,0.1364,0.1695,0,0.4587
18,2,12,2,57004,13217,78756,7,24,189,11.0,0.2319,0.1678,0,0.5102
1,4,11,0,67853,58614,105018,8,25,418,9.9,0.8638,0.5581,2,0.4379
14,1,3,0,84117,60289,148414,1,22,67,28.9,0.7167,0.4062,1,0.6383
14,2,1,0,96670,20273,172522,1,22,259,33.4,0.2097,0.1175,0,0.382
12,6,12,0,99798,58295,229522,6,29,467,9.2,0.5841,0.254,1,0.3087
8,0,1,0,87794,35647,163707,16,8,474,8.2,0.406,0.2177,0,0.3236
2,2,7,3,67426,7405,119888,3,25,302,36.0,0.1098,0.0618,0,0.4743
19,5,8,1,87309,51066,152854,10,11,310,33.3,0.5849,0.3341,1,0.6224
8,6,6,0,11795,1808,16250,10,21,329,21.4,0.1533,0.1113,0,0.2439
13,0,3,0,7570,5692,11583,17,25,51,38.4,0.7519,0.4914,2,0.483
15,5,6,3,91750,63963,126451,3,7,276,18.7,0.6971,0.5058,1,0.7408
7,4,3,0,6261,4488,13242,2,27,300,20.5,0.7168,0.3389,1,0.4992
14,0,5,2,33359,12115,26008,14,23,357,34.5,0.3632,0.4658,0,0.3355
19,1,12,0,92280,31286,124863,18,15,63,14.6,0.339,0.2506,0,0.3725
9,3,2,1,28145,5580,56240,9,18,24,5.1,0.1983,0.0992,0,0.5509
3,0,12,3,63353,25897,83685,9,6,15,38.7,0.4088,0.3095,0,0.6714
22,1,4,0,48887,35122,66426,14,5,469,7.6,0.7184,0.5287,1,0.4235
18,2,4,0,74352,52555,77947,14,25,320,29.2,0.7068,0.6742,1,0.3401
16,3,11,2,37800,10328,76180,7,6,446,34.1,0.2732,0.1356,0,0.4902
9,0,11,1,69552,29311,75908,8,25,259,6.1,0.4214,0.3861,0,0.4699
20,1,10,0,89586,28723,160542,7,7,364,12.5,0.3206,0.1789,0,0.4041
1,1,2,0,93769,47217,100806,18,28,366,23.0,0.5035,0.4684,1,0.1774
22,4,9,4,52817,18655,47340,6,13,70,23.0,0.3532,0.3941,0,0.6767
22,1,6,3,75293,67980,73065,3,29,140,36.1,0.9029,0.9304,3,0.7105
22,0,7,2,10239,956,10486,19,17,289,23.2,0.0934,0.0912,0,0.2795
5,2,5,2,57906,43086,83414,7,24,275,38.2,0.7441,0.5165,1,0.5587
10,3,9,1,32842,10304,59818,1,27,234,21.7,0.3137,0.1723,0,0.5431
23,5,12,4,23500,9150,51878,14,27,85,7.7,0.3894,0.1764,0,0.4885
11,5,6,0,72155,35036,100725,3,3,97,9.0,0.4856,0.3478,0,0.5809
18,5,3,3,85700,63390,132131,6,10,173,15.8,0.7397,0.4798,1,0.7392
17,1,4,4,40808,33287,58597,11,2,20,14.8,0.8157,0.5681,2,0.8308
6,4,10,3,46518,31915,41725,4,7,426,14.6,0.6861,0.7649,1,0.7089
8,3,4,2,75470,70474,42137,16,14,265,16.1,0.9338,1.6725,3,0.6693
4,6,10,3,48595,20000,83750,6,16,148,10.8,0.4116,0.2388,0,0.6384
20,4,5,0,37848,8156,20355,10,3,40,8.0,0.2155,0.4007,0,0.4772
23,5,2,0,36937,28806,53298,8,26,352,13.2,0.7799,0.5405,2,0.4025
17,0,7,2,49707,14804,34439,14,10,27,11.8,0.2978,0.4299,0,0.6014
1,4,11,3,91718,1371,89555,19,2,475,36.2,0.0149,0.0153,0,0.3313
19,3,12,0,66091,29216,61567,1,3,277,14.6,0.4421,0.4745,0,0.5276
4,4,11,3,22836,10581,45446,18,28,328,14.4,0.4633,0.2328,0,0.3842
19,1,12,1,47386,24179,108695,9,5,410,12.4,0.5103,0.2224,1,0.5703
0,3,8,0,10354,4304,15447,19,22,445,17.8,0.4157,0.2786,0,0.2249
5,6,1,1,70507,47221,52162,11,26,123,24.5,0.6697,0.9053,1,0.5461
21,0,1,0,25983,12903,55162,13,2,236,15.2,0.4966,0.2339,0,0.5164
16,2,9,1,27984,12553,23316,7,6,376,5.4,0.4486,0.5384,0,0.5651
23,2,11,0,27700,9323,33691,1,8,41,20.6,0.3366,0.2767,0,0.6143
8,2,12,3,2400,2080,5975,16,8,488,23.3,0.8667,0.3481,2,0.5889
3,2,4,1,34241,17089,64360,15,5,94,13.1,0.4991,0.2655,0,0.6617
23,6,12,0,48369,40694,103225,11,8,42,9.8,0.8413,0.3942,2,0.6323
15,4,10,1,3425,2047,7084,14,9,477,20.9,0.5977,0.289,1,0.4869
14,2,10,1,67393,26505,93946,19,26,222,33.3,0.3933,0.2821,0,0.438
19,3,8,0,27230,19946,60383,13,7,431,34.7,0.7325,0.3303,1,0.4905
9,5,10,1,36044,22248,22647,2,11,26,14.9,0.6172,0.9824,1,0.8479
17,6,11,3,49244,37294,69770,18,28,178,22.3,0.7573,0.5345,2,0.4614
20,4,6,0,14941,1159,7615,11,5,283,28.0,0.0776,0.1522,0,0.3336
15,5,11,1,50256,1794,125598,12,3,243,36.6,0.0357,0.0143,0,0.4867
16,4,3,2,50434,49594,93533,6,3,139,33.1,0.9833,0.5302,3,0.8424
11,3,7,2,31376,7961,55384,1,27,21,25.5,0.2537,0.1437,0,0.5139
7,2,9,1,63173,43493,42334,13,14,8,16.2,0.6885,1.0274,1,0.6492
5,1,10,0,45600,12908,61470,6,11,9,12.3,0.2831,0.21,0,0.5052
12,4,5,1,29711,13237,41014,4,22,493,5.1,0.4455,0.3227,0,0.4896
8,1,10,1,36225,25218,31966,8,24,283,36.5,0.6961,0.7889,1,0.5633
2,5,10,0,60606,48924,42769,18,29,36,27.0,0.8072,1.1439,2,0.4293
18,4,5,1,33259,19630,40229,13,29,370,7.7,0.5902,0.488,1,0.4467
12,3,9,4,78436,48981,155073,19,24,2,18.0,0.6245,0.3159,1,0.5501
6,6,12,0,70676,12851,81767,1,22,66,31.8,0.1818,0.1572,0,0.4556
14,6,8,3,77426,12213,50452,4,26,184,37.6,0.1577,0.2421,0,0.5125
14,6,1,1,12985,4865,19947,11,16,409,38.1,0.3747,0.2439,0,0.4467
1,4,10,4,49049,41985,119173,18,22,30,5.3,0.856,0.3523,2,0.6224
18,1,6,0,7715,4196,9041,9,21,132,22.9,0.5439,0.4641,1,0.4509
9,2,1,0,2674,2054,4416,17,29,278,21.9,0.7681,0.4651,2,0.3625
9,6,8,1,20807,4402,38893,14,5,347,13.0,0.2116,0.1132,0,0.4671
2,2,1,2,96580,20056,134779,1,2,262,12.8,0.2077,0.1488,0,0.6633
9,4,9,0,13117,12181,25274,8,19,342,19.9,0.9286,0.482,3,0.5318
21,6,1,3,8282,6126,16464,3,29,288,27.4,0.7397,0.3721,1,0.6392
5,4,2,2,14999,1497,21256,6,4,246,37.7,0.0998,0.0704,0,0.5775
15,3,3,2,79704,43961,137296,9,18,4,27.1,0.5516,0.3202,1,0.674
19,5,7,0,88838,63836,188333,5,18,485,28.7,0.7186,0.339,1,0.4779
4,4,2,0,45019,12277,61407,3,4,134,26.3,0.2727,0.1999,0,0.5352
11,6,12,4,29972,6572,38146,4,14,27,20.1,0.2193,0.1723,0,0.6541
2,2,11,0,19048,5865,27084,2,6,148,24.3,0.3079,0.2165,0,0.4976
10,3,11,1,26223,3313,32784,4,24,201,33.3,0.1263,0.1011,0,0.4836
11,6,8,0,22112,13897,40853,1,13,268,6.0,0.6285,0.3402,1,0.5599
14,3,5,3,65310,22044,59711,9,11,101,9.6,0.3375,0.3692,0,0.6301
11,1,3,0,26720,3103,49788,18,24,150,27.9,0.1161,0.0623,0,0.1672
8,2,8,2,28917,6665,45800,8,26,191,24.7,0.2305,0.1455,0,0.4699
4,2,8,2,64200,6788,116158,10,12,260,22.3,0.1057,0.0584,0,0.446
2,3,11,0,39082,18604,72555,4,23,470,8.3,0.476,0.2564,0,0.3971
5,6,9,4,60932,43778,94919,2,19,369,27.5,0.7185,0.4612,1,0.6134
1,0,6,1,79658,40418,187436,19,25,29,12.9,0.5074,0.2156,1,0.5007
6,2,11,0,92030,20254,154892,13,24,140,24.0,0.2201,0.1308,0,0.2768
14,0,11,2,92343,51633,226740,1,10,367,6.5,0.5591,0.2277,1,0.6898
22,5,7,1,77819,70974,109325,11,2,58,27.7,0.912,0.6492,3,0.7559
8,0,8,1,92657,60094,184608,18,27,344,32.8,0.6486,0.3255,1,0.4294
11,5,1,3,85752,54772,130542,17,12,425,35.5,0.6387,0.4196,1,0.4713
21,0,7,0,72962,23570,165523,7,17,240,26.1,0.323,0.1424,0,0.3835
0,2,9,4,2878,1351,4950,15,4,256,30.2,0.4694,0.2729,0,0.5281
22,4,1,2,45948,9766,60679,19,6,221,12.9,0.2125,0.1609,0,0.4376
9,6,7,1,72702,13651,166080,12,24,211,21.6,0.1878,0.0822,0,0.4428
16,1,10,0,18657,12221,16651,13,15,8,16.5,0.655,0.7339,1,0.5812
7,1,4,4,16439,2432,15888,11,4,388,11.7,0.1479,0.1531,0,0.5046
7,5,6,4,99594,44950,120649,11,7,163,9.0,0.4513,0.3726,0,0.616
19,0,1,0,44461,25521,89268,13,10,315,21.4,0.574,0.2859,1,0.4429
16,3,12,3,86029,21534,126850,17,27,495,11.3,0.2503,0.1698,0,0.2683
16,0,9,3,10076,7022,9335,18,10,458,30.9,0.6969,0.7522,1,0.553
14,1,8,1,54919,43117,71472,14,3,211,21.8,0.7851,0.6033,2,0.7669
17,2,5,0,50096,25834,44005,3,27,296,19.8,0.5157,0.5871,1,0.4383
2,0,10,4,79142,45195,48718,16,24,91,8.2,0.5711,0.9277,1,0.4553
9,3,10,1,94046,21748,151019,14,4,414,8.8,0.2312,0.144,0,0.4755
11,0,8,1,51942,36561,67274,14,15,438,29.6,0.7039,0.5435,1,0.5339
12,1,3,1,46025,10248,63282,13,21,224,14.8,0.2227,0.1619,0,0.4086
13,0,12,3,83232,63938,86869,1,15,235,14.7,0.7682,0.736,2,0.8143
3,2,10,4,50452,33811,49301,4,25,327,30.3,0.6702,0.6858,1,0.5893
10,0,2,2,12700,9687,23304,8,3,319,9.5,0.7628,0.4157,2,0.748
13,2,6,4,97273,53739,144169,8,9,373,17.3,0.5525,0.3728,1,0.5659
3,0,8,3,97697,43098,240020,12,3,301,21.8,0.4411,0.1796,0,0.6735
5,3,4,2,19814,3728,29349,19,24,308,36.3,0.1881,0.127,0,0.3476
8,6,3,2,58536,34743,115675,1,5,91,20.9,0.5935,0.3004,1,0.8191
13,2,12,0,25748,2123,58587,4,4,471,38.6,0.0825,0.0362,0,0.3756
1,1,2,3,29991,22517,51986,2,6,124,31.2,0.7508,0.4331,2,0.8476
9,0,1,0,36583,18954,49737,17,9,380,5.0,0.5181,0.3811,1,0.3389
23,4,10,1,53764,7669,92357,4,25,74,21.1,0.1426,0.083,0,0.4957
5,2,5,1,85270,25896,127929,9,27,440,24.1,0.3037,0.2024,0,0.3899
9,4,4,3,19097,4967,22299,17,4,397,9.7,0.2601,0.2227,0,0.4684
10,6,7,3,35870,9155,64730,1,4,452,37.6,0.2552,0.1414,0,0.6316
21,2,7,2,61613,20045,43474,13,21,425,31.9,0.3253,0.4611,0,0.4179
22,2,9,3,56437,35200,47573,18,20,306,15.4,0.6237,0.7399,1,0.4978
20,6,5,1,50048,11144,36517,1,6,149,33.3,0.2227,0.3052,0,0.7019
13,2,3,3,24073,12406,24356,16,13,115,11.6,0.5153,0.5094,1,0.5728
7,6,6,0,85664,51587,148253,13,28,472,16.1,0.6022,0.348,1,0.2939
20,3,9,0,82101,27292,120497,4,20,104,8.4,0.3324,0.2265,0,0.4347
12,1,4,4,21020,16919,25864,5,2,285,19.2,0.8049,0.6542,2,0.8124
1,0,2,1,71379,29543,49578,6,11,104,18.8,0.4139,0.5959,0,0.6769
7,2,1,1,32420,5441,24507,3,19,9,23.3,0.1678,0.222,0,0.5949
4,1,5,3,8716,6999,7586,1,23,496,27.9,0.803,0.9226,2,0.6113
21,4,8,4,93705,7105,103306,3,9,77,27.9,0.0758,0.0688,0,0.6207
17,5,4,0,62048,7001,139315,16,20,429,26.8,0.1128,0.0503,0,0.1534
4,1,4,0,74911,34421,176557,17,8,84,28.8,0.4595,0.195,0,0.4349
16,4,4,0,78208,20024,129491,7,18,106,28.0,0.256,0.1546,0,0.3827
17,1,10,4,84719,34598,176938,10,11,368,31.3,0.4084,0.1955,0,0.5374
17,2,9,1,89223,11484,198871,1,18,158,16.6,0.1287,0.0577,0,0.526
2,4,6,1,95821,55204,157155,2,7,290,29.4,0.5761,0.3513,1,0.755
7,5,11,0,64802,27447,33531,11,2,265,12.6,0.4236,0.8186,0,0.4806
17,1,9,2,90557,31747,210691,15,13,338,35.6,0.3506,0.1507,0,0.4735
12,4,5,2,36975,33778,85530,12,6,152,28.3,0.9135,0.3949,3,0.7571
17,2,4,2,19192,16908,39154,8,5,57,23.9,0.881,0.4318,2,0.864
17,4,12,1,92719,41592,46620,7,13,447,12.6,0.4486,0.8921,0,0.5079
17,3,5,0,50260,26506,79306,14,26,298,22.5,0.5274,0.3342,1,0.3155
18,6,8,0,27486,18585,66363,9,4,492,33.6,0.6762,0.2801,1,0.5017
18,5,2,1,16027,4985,10092,19,18,186,33.0,0.311,0.494,0,0.4218
9,3,11,0,74326,55191,87717,5,19,415,5.9,0.7426,0.6292,1,0.4249
13,2,1,0,64964,35270,38028,17,20,231,28.3,0.5429,0.9275,1,0.3224
20,3,11,1,45713,4617,33968,13,4,206,14.1,0.101,0.1359,0,0.4839
3,6,3,1,38630,32428,56648,4,15,223,39.3,0.8395,0.5724,2,0.7532
17,3,11,0,54635,25678,63005,10,25,437,30.9,0.47,0.4076,0,0.2413
0,2,4,1,66371,28532,35986,8,13,480,24.6,0.4299,0.7929,0,0.5155
22,0,12,0,45599,11841,90443,19,16,34,21.6,0.2597,0.1309,0,0.3216
13,5,4,3,40128,19315,78347,6,16,407,30.9,0.4813,0.2465,0,0.6007
19,0,12,1,75734,48208,78920,15,20,257,29.6,0.6365,0.6108,1,0.5456
12,1,2,3,83497,36305,202287,1,23,283,11.5,0.4348,0.1795,0,0.5536
3,2,8,2,12664,4890,10382,14,28,227,22.0,0.3861,0.471,0,0.4207
6,5,12,0,98721,65337,116647,6,16,164,34.3,0.6618,0.5601,1,0.5632
19,6,4,0,66631,57239,113704,13,20,39,22.2,0.859,0.5034,2,0.5158
0,0,1,0,87695,43928,206051,13,2,52,15.3,0.5009,0.2132,1,0.5103
23,4,1,0,89029,40386,71802,19,8,83,14.1,0.4536,0.5625,0,0.442
13,1,9,4,82261,36918,64665,9,4,472,22.6,0.4488,0.5709,0,0.6314
11,3,10,3,25672,2548,22487,4,18,25,8.2,0.0993,0.1133,0,0.5437
22,5,3,1,66330,51655,152013,14,8,198,22.0,0.7788,0.3398,2,0.6891
0,1,11,1,79934,7411,121835,16,19,498,24.5,0.0927,0.0608,0,0.3016
5,6,8,1,39426,17312,22684,16,21,259,35.7,0.4391,0.7632,0,0.4175
1,4,1,4,64009,62925,50327,8,7,428,30.0,0.9831,1.2503,3,0.7109
6,0,11,0,75610,33661,86337,9,8,446,28.4,0.4452,0.3899,0,0.3901
0,2,8,0,66954,31894,119189,7,3,174,18.0,0.4764,0.2676,0,0.5413
9,2,5,1,54490,43972,45426,6,29,222,39.4,0.807,0.968,2,0.5759
13,3,10,2,55798,49029,65988,13,11,486,27.7,0.8787,0.743,2,0.6461
15,1,3,0,27196,24293,31395,5,17,116,14.5,0.8933,0.7738,2,0.6024
22,3,7,2,21605,4764,11470,6,9,322,8.0,0.2205,0.4153,0,0.5602
15,1,9,0,14390,3430,7846,2,15,299,22.9,0.2384,0.4372,0,0.4138
10,5,5,0,96794,87485,214392,4,6,104,17.1,0.9038,0.4081,3,0.7018
1,1,3,1,11505,8613,11369,2,11,50,12.5,0.7486,0.7576,1,0.8278
0,2,1,0,18745,10346,40932,10,11,7,25.5,0.5519,0.2528,1,0.5565
18,6,10,0,71816,32617,62468,9,29,469,8.2,0.4542,0.5221,0,0.297
17,5,5,1,87175,69101,205879,15,25,67,37.1,0.7927,0.3356,2,0.624
13,5,10,0,64087,49130,72852,8,18,466,9.1,0.7666,0.6744,2,0.4408
8,4,8,3,6252,1170,11218,1,22,454,35.3,0.1871,0.1043,0,0.4933
11,3,4,2,68191,55255,78069,11,22,467,29.8,0.8103,0.7078,2,0.5831
2,6,6,0,14721,13121,29880,12,7,374,11.1,0.8913,0.4391,2,0.5143
15,3,1,0,88290,85772,174925,14,22,371,10.5,0.9715,0.4903,3,0.4789
19,5,12,1,27371,15591,31019,3,9,437,5.5,0.5696,0.5026,1,0.5607
4,6,2,4,19708,11292,35623,7,5,218,27.9,0.573,0.317,1,0.7145
5,2,1,1,16797,7019,28097,3,23,487,14.9,0.4179,0.2498,0,0.49
6,1,5,2,41713,1669,49243,6,8,6,20.8,0.04,0.0339,0,0.5587
12,1,12,3,65264,33455,153486,9,21,252,39.5,0.5126,0.218,1,0.5867
9,5,8,3,98291,27305,201975,7,20,120,17.8,0.2778,0.1352,0,0.5699
22,6,8,4,26958,5560,21671,2,16,353,29.4,0.2062,0.2566,0,0.556
21,2,2,0,94903,41157,219886,15,13,430,36.4,0.4337,0.1872,0,0.2283
18,0,4,3,5686,3067,7612,2,10,152,6.2,0.5394,0.4029,1,0.6437
23,4,2,3,23595,15198,47247,1,21,141,39.3,0.6441,0.3217,1,0.723
12,4,9,1,46413,17484,84164,17,12,93,12.4,0.3767,0.2077,0,0.5803
3,5,6,1,29484,9714,42730,5,6,125,6.9,0.3295,0.2273,0,0.6593
13,4,1,3,70713,29628,58579,7,4,404,39.6,0.419,0.5058,0,0.5686
10,6,1,0,24158,12649,46738,3,28,194,21.9,0.5236,0.2706,1,0.4257
2,3,6,1,57400,33315,138021,4,23,349,35.2,0.5804,0.2414,1,0.563
0,3,10,4,38554,13877,82781,6,29,122,32.2,0.3599,0.1676,0,0.4817
4,4,10,3,23592,8603,37159,11,4,100,25.5,0.3647,0.2315,0,0.5611
7,2,12,3,62508,36920,51057,1,23,287,8.8,0.5906,0.7231,1,0.6583
14,4,4,0,92156,30496,154858,1,4,57,24.5,0.3309,0.1969,0,0.6051
19,6,9,0,37747,11569,59386,4,22,11,14.7,0.3065,0.1948,0,0.4464
17,3,9,1,67013,26646,39011,10,21,97,34.1,0.3976,0.683,0,0.5703
8,1,4,1,90243,11231,222032,2,23,112,33.9,0.1245,0.0506,0,0.5224
6,2,3,2,75906,47383,78269,12,24,147,7.6,0.6242,0.6054,1,0.5568
14,6,5,0,62485,16678,91238,10,11,475,14.4,0.2669,0.1828,0,0.2653
12,2,6,0,87843,34045,137480,12,14,138,5.2,0.3876,0.2476,0,0.3497
3,3,6,0,87886,81768,158486,6,16,382,36.9,0.9304,0.5159,3,0.5439
8,0,1,0,40371,30804,22802,13,21,327,20.0,0.763,1.3509,2,0.4191
8,6,11,2,91317,68907,119157,2,22,421,20.8,0.7546,0.5783,2,0.631
7,3,7,3,91741,58809,193020,8,25,93,5.2,0.641,0.3047,1,0.6021
14,6,10,1,67688,18691,156444,15,13,54,26.2,0.2761,0.1195,0,0.4977
21,5,1,2,44552,29651,67695,6,6,422,35.3,0.6655,0.438,1,0.6618
3,3,7,2,79048,45731,165805,15,5,433,31.2,0.5785,0.2758,1,0.534
23,1,5,4,31874,6986,25738,4,22,391,5.1,0.2192,0.2714,0,0.4468
17,6,12,0,70591,57146,96513,9,13,93,34.4,0.8095,0.5921,2,0.5684
23,5,7,0,31428,21823,61724,17,4,445,13.8,0.6944,0.3536,1,0.4187
10,5,7,2,79355,55134,137570,14,10,52,34.3,0.6948,0.4008,1,0.7165
11,6,10,0,55732,20904,126985,7,22,119,10.9,0.3751,0.1646,0,0.3826
2,3,11,0,59434,23800,130607,3,27,283,36.6,0.4004,0.1822,0,0.4046
23,5,11,1,77714,4007,128988,12,19,453,20.6,0.0516,0.0311,0,0.3366
18,3,6,2,63527,52955,83751,19,23,282,26.3,0.8336,0.6323,2,0.5216
12,4,7,2,2805,2015,1511,8,22,100,23.8,0.7184,1.3336,1,0.6515
14,1,2,2,41504,20551,58888,12,9,92,23.3,0.4952,0.349,0,0.6684
17,0,8,1,43096,12973,49547,10,16,54,12.9,0.301,0.2618,0,0.5182
15,5,12,1,57264,9091,98390,5,2,126,38.4,0.1588,0.0924,0,0.6215
21,2,11,0,37404,29001,29140,16,17,351,35.8,0.7753,0.9952,2,0.4195
23,1,1,1,98363,52600,50774,6,22,401,23.6,0.5348,1.036,1,0.6132
11,2,8,0,24040,9916,54922,11,19,89,27.5,0.4125,0.1805,0,0.3823
21,2,12,0,42115,16361,79980,15,25,407,26.5,0.3885,0.2046,0,0.2619
20,0,8,1,40424,35367,32044,3,4,301,27.6,0.8749,1.1037,2,0.7888
20,3,7,2,56819,37179,123719,19,18,416,20.5,0.6543,0.3005,1,0.4125
22,3,1,1,27935,27200,41013,18,6,291,7.7,0.9737,0.6632,3,0.68
15,6,8,1,43131,7668,33544,10,16,424,33.3,0.1778,0.2286,0,0.3925
9,4,4,0,21244,12364,16393,8,29,455,16.0,0.582,0.7542,1,0.2827
6,6,3,0,34074,28166,18130,3,17,492,24.4,0.8266,1.5536,2,0.4614
15,1,11,1,74577,34720,152394,2,3,241,7.4,0.4656,0.2278,0,0.7188
18,3,1,1,86076,50535,194704,9,18,112,35.4,0.5871,0.2595,1,0.6649
21,4,1,1,98649,11092,77174,11,15,181,26.0,0.1124,0.1437,0,0.452
13,6,7,0,83400,53502,151109,9,7,239,39.7,0.6415,0.3541,1,0.531
7,4,8,1,61792,19208,140545,13,7,9,16.8,0.3108,0.1367,0,0.6413
19,6,2,4,17189,5405,40718,15,29,158,34.7,0.3144,0.1327,0,0.351
19,5,9,1,75978,19998,83135,4,26,438,24.0,0.2632,0.2405,0,0.3979
21,0,3,0,29372,14308,71273,14,2,409,33.9,0.4871,0.2007,0,0.3917
16,6,6,1,77657,38792,156474,16,8,461,33.3,0.4995,0.2479,0,0.5029
2,0,1,1,51445,9664,68209,1,12,33,31.6,0.1879,0.1417,0,0.6579
11,3,2,1,90233,72184,164275,15,11,242,11.4,0.8,0.4394,2,0.718
15,3,12,2,53201,15674,120483,11,27,159,12.5,0.2946,0.1301,0,0.4418
7,5,12,0,70834,20063,81649,17,3,431,20.4,0.2832,0.2457,0,0.324
19,2,2,0,93504,65271,65981,12,12,3,31.6,0.6981,0.9892,1,0.5686
10,6,10,1,6920,5154,9487,11,9,307,31.2,0.7448,0.5433,1,0.6247
9,2,10,0,22814,15450,39962,5,19,260,32.9,0.6772,0.3866,1,0.5057
9,2,6,1,95374,29499,109579,16,10,359,35.4,0.3093,0.2692,0,0.4534
11,0,1,0,38332,7922,42442,14,4,400,25.5,0.2067,0.1867,0,0.3029
19,5,4,3,81305,50563,105467,4,23,402,5.1,0.6219,0.4794,1,0.5816
11,5,5,3,12498,5781,8963,11,24,460,30.9,0.4626,0.645,0,0.4648
17,0,10,0,82900,36935,188858,8,20,354,37.1,0.4455,0.1956,0,0.3478
4,5,7,4,92692,61013,97339,5,16,84,25.7,0.6582,0.6268,1,0.721
7,5,8,0,60480,16686,102331,16,3,489,31.2,0.2759,0.1631,0,0.3043
19,0,3,0,48888,24046,48074,4,23,192,23.4,0.4919,0.5002,0,0.3964
6,0,2,0,88178,37232,183626,14,12,58,30.0,0.4222,0.2028,0,0.4442
20,4,1,2,37912,13571,93629,18,25,436,34.7,0.358,0.1449,0,0.357
23,2,3,1,17100,7350,8736,18,28,241,7.3,0.4298,0.8413,0,0.3909
21,5,2,0,52550,29573,49697,6,15,385,17.9,0.5628,0.5951,1,0.4728
17,2,11,4,87641,68865,55214,3,27,314,11.2,0.7858,1.2472,2,0.5953
0,2,3,2,46024,17506,85427,2,20,440,14.1,0.3804,0.2049,0,0.4928
16,0,6,1,1862,918,3802,7,5,358,24.0,0.493,0.2415,0,0.6129
18,3,9,0,2519,210,4054,2,25,489,18.6,0.0834,0.0518,0,0.2088
16,1,1,0,15359,4498,35042,18,7,204,29.1,0.2929,0.1284,0,0.4043
21,3,12,0,80621,28488,70497,9,18,54,37.6,0.3534,0.4041,0,0.4755
1,3,10,0,24769,523,28310,10,17,364,16.1,0.0211,0.0185,0,0.2428
17,4,11,1,87750,36086,153715,2,9,109,20.1,0.4112,0.2348,0,0.759
17,3,11,0,7674,4231,16886,10,7,271,16.1,0.5513,0.2506,1,0.4718
13,1,11,4,34578,23922,53288,17,19,488,16.4,0.6918,0.4489,1,0.4504
16,1,7,1,86489,51469,213271,19,5,343,34.1,0.5951,0.2413,1,0.53
20,2,9,0,47462,21850,87907,14,16,396,30.3,0.4604,0.2486,0,0.3895
3,6,4,2,72554,47755,77949,10,27,50,21.3,0.6582,0.6126,1,0.6061
12,2,10,0,7111,4823,14842,19,20,499,5.2,0.6782,0.325,1,0.2994
5,1,2,0,31295,2123,37489,18,8,443,13.3,0.0678,0.0566,0,0.1891
22,2,1,0,15397,11579,29640,2,20,271,28.1,0.752,0.3907,2,0.5551
23,0,6,3,52159,32369,64180,11,5,248,17.7,0.6206,0.5043,1,0.6708
21,2,9,3,78051,20946,116203,14,22,16,20.9,0.2684,0.1803,0,0.4475
23,1,11,1,80497,28836,152713,11,20,351,37.6,0.3582,0.1888,0,0.455
19,5,2,2,24664,5673,28317,3,28,206,26.9,0.23,0.2003,0,0.4804
19,6,4,0,24449,5220,50652,15,20,333,19.0,0.2135,0.1031,0,0.2492
22,3,2,0,89269,63119,162344,17,14,306,29.9,0.7071,0.3888,1,0.4025
13,0,12,0,94383,62928,130651,5,8,45,8.0,0.6667,0.4816,1,0.6571
12,6,3,0,62909,55893,152138,8,2,282,26.8,0.8885,0.3674,2,0.6402
10,6,1,1,42456,35647,101475,5,8,86,10.3,0.8396,0.3513,2,0.7994
